codloc;localidad;codpostal;partido;provincia;codpart
"00014786";"PUESTO PAMPA INVERNADA";"D5705XAI";"AYACUCHO";"D";"0863"
"00014787";"PUESTO QUEBRADA CAL";"D5705XAJ";"AYACUCHO";"D";"0863"
"00014788";"PUESTO ROBERTO";"D5713XAM";"AYACUCHO";"D";"0863"
"00014789";"PUESTO TALAR";"D5711XAL";"AYACUCHO";"D";"0863"
"00014790";"QUEBRACHITO";"D5713XAN";"AYACUCHO";"D";"0863"
"00014791";"QUINES";"";"AYACUCHO";"D";"0863"
"00014792";"RAMADITA";"D5705XAK";"AYACUCHO";"D";"0863"
"00014793";"RAMBLONES";"D5705XAL";"AYACUCHO";"D";"0863"
"00021307";"RECONQUISTA";"D5707XAR";"AYACUCHO";"D";"0863"
"00014794";"RIO JUAN GOMEZ";"D5705XAM";"AYACUCHO";"D";"0863"
"00014795";"RODEO CADENAS";"D5705XAN";"AYACUCHO";"D";"0863"
"00014796";"SALINAS";"D5711XAZ";"AYACUCHO";"D";"0863"
"00014797";"SAN CELESTINO";"D5713XBD";"AYACUCHO";"D";"0863"
"00014798";"SAN FCO DEL MONTE DE ORO";"";"AYACUCHO";"D";"0863"
"00021308";"SAN JORGE";"D5715XAE";"AYACUCHO";"D";"0863"
"00014799";"SAN MARTIN";"D5713XBE";"AYACUCHO";"D";"0863"
"00014800";"SAN MIGUEL";"D5711XBA";"AYACUCHO";"D";"0863"
"00014801";"SAN PEDRO";"D5713XBH";"AYACUCHO";"D";"0863"
"00014802";"SAN ROQUE";"D5703XAG";"AYACUCHO";"D";"0863"
"00021309";"SAN ROQUE";"D5719XAJ";"AYACUCHO";"D";"0863"
"00014803";"SAN RUFINO";"D5707XBP";"AYACUCHO";"D";"0863"
"00014804";"SAN SALVADOR";"D5707XBQ";"AYACUCHO";"D";"0863"
"00014805";"SANT ANA";"D5711XBB";"AYACUCHO";"D";"0863"
"00014806";"SANTA ANA";"D5719XAL";"AYACUCHO";"D";"0863"
"00014807";"SANTA CLARA";"D5711XAM";"AYACUCHO";"D";"0863"
"00014808";"SANTA MARIA";"D5719XAE";"AYACUCHO";"D";"0863"
"00021310";"SANTA ROSA";"D5707XAS";"AYACUCHO";"D";"0863"
"00014809";"SANTA RUFINA";"D5709XAE";"AYACUCHO";"D";"0863"
"00014810";"SANTA TERESITA";"D5709XAF";"AYACUCHO";"D";"0863"
"00021311";"SANTA VICTORIA";"D5707XAT";"AYACUCHO";"D";"0863"
"00014811";"SANTO DOMINGO";"D5707XAN";"AYACUCHO";"D";"0863"
"00021312";"SERAFINA";"D5707XAU";"AYACUCHO";"D";"0863"
"00014813";"SOCOSCORA";"D5705XAO";"AYACUCHO";"D";"0863"
"00021313";"SOL DE ABRIL";"D5707XAV";"AYACUCHO";"D";"0863"
"00014815";"TEMERARIA";"D5707XAO";"AYACUCHO";"D";"0863"
"00014816";"TINTITACO";"D5705XAP";"AYACUCHO";"D";"0863"
"00014818";"VISTA ALEGRE";"D5707XBR";"AYACUCHO";"D";"0863"
"00014819";"ZAMPAL";"D5707XBS";"AYACUCHO";"D";"0863"
"00014820";"AGUA AMARGA";"D5719XBM";"BELGRANO";"D";"0864"
"00021314";"AHI VEREMOS";"D5703XAT";"BELGRANO";"D";"0864"
"00014821";"ALAZANAS";"D5719XBN";"BELGRANO";"D";"0864"
"00014822";"ALGARROBOS GRANDES";"D5719XBO";"BELGRANO";"D";"0864"
"00014823";"ALTA GRACIA";"D5703XBD";"BELGRANO";"D";"0864"
"00014824";"ALTILLO";"D5719XBP";"BELGRANO";"D";"0864"
"00014825";"ALTO";"D5703XBE";"BELGRANO";"D";"0864"
"00021326";"ALTO NEGRO";"D5719XCJ";"BELGRANO";"D";"0864"
"00014826";"ARBOL SOLO";"D5703XBF";"BELGRANO";"D";"0864"
"00014827";"BAJO DE LA CRUZ";"D5719XBQ";"BELGRANO";"D";"0864"
"00021315";"BALDE DE AMIRA";"D5703XAU";"BELGRANO";"D";"0864"
"00021316";"BALDE DEL ROSARIO";"D5703XAV";"BELGRANO";"D";"0864"
"00014828";"BEBIDA";"D5719XBA";"BELGRANO";"D";"0864"
"00014829";"BELLA ESTANCIA";"D5719XBB";"BELGRANO";"D";"0864"
"00014831";"DIVISADERO";"D5703XAW";"BELGRANO";"D";"0864"
"00014832";"EL BAGUAL";"D5703XAX";"BELGRANO";"D";"0864"
"00014833";"EL BALDE";"D5703XAY";"BELGRANO";"D";"0864"
"00021327";"EL CALDEN";"D5719XCK";"BELGRANO";"D";"0864"
"00021317";"EL DICHOSO";"D5719XAY";"BELGRANO";"D";"0864"
"00014834";"EL JARILLAL";"D5719XBD";"BELGRANO";"D";"0864"
"00021328";"EL MOLLE";"D5719XAZ";"BELGRANO";"D";"0864"
"00014835";"EL PARAISO";"D5703XAZ";"BELGRANO";"D";"0864"
"00014836";"EL PEDERNAL";"D5719XBE";"BELGRANO";"D";"0864"
"00014837";"EL RAMBLON";"D5719XBF";"BELGRANO";"D";"0864"
"00014838";"EL SALTO";"D5703XBG";"BELGRANO";"D";"0864"
"00014839";"EL VALLE";"D5719XBR";"BELGRANO";"D";"0864"
"00021318";"EL ZAMPAL";"D5703XBX";"BELGRANO";"D";"0864"
"00014840";"ESPINILLO";"D5703XBH";"BELGRANO";"D";"0864"
"00021319";"ESTANCIA EL MEDANO";"D5719XCL";"BELGRANO";"D";"0864"
"00014841";"ESTANCIA SAN ROQUE";"D5719XBS";"BELGRANO";"D";"0864"
"00014842";"GIGANTE";"D5719XBT";"BELGRANO";"D";"0864"
"00014843";"HIPOLITO YRIGOYEN";"D5703XBI";"BELGRANO";"D";"0864"
"00014844";"HUALTARAN";"D5719XBU";"BELGRANO";"D";"0864"
"00014845";"LA AGUADA";"D5719XBV";"BELGRANO";"D";"0864"
"00014846";"LA ALAMEDA";"D5719XBW";"BELGRANO";"D";"0864"
"00014847";"LA CALERA";"D5719XBX";"BELGRANO";"D";"0864"
"00014848";"LA CHILCA";"D5703XBJ";"BELGRANO";"D";"0864"
"00014849";"LA CORINA";"D5703XAI";"BELGRANO";"D";"0864"
"00014850";"LA DUDA";"D5703XAJ";"BELGRANO";"D";"0864"
"00014851";"LA EMPAJADA";"D5719XAP";"BELGRANO";"D";"0864"
"00014852";"LA ESCONDIDA";"D5703XAK";"BELGRANO";"D";"0864"
"00014853";"LA ESPERANZA";"D5703XAL";"BELGRANO";"D";"0864"
"00014854";"LA ESTRELLA";"D5719XAQ";"BELGRANO";"D";"0864"
"00014855";"LA EULOGIA";"D5703XAM";"BELGRANO";"D";"0864"
"00014856";"LA FLORIDA";"D5719XAR";"BELGRANO";"D";"0864"
"00014857";"LA GARZA";"D5703XAN";"BELGRANO";"D";"0864"
"00014858";"LA JOSEFA";"D5719XAS";"BELGRANO";"D";"0864"
"00014859";"LA JULIA";"D5703XBK";"BELGRANO";"D";"0864"
"00021321";"LA QUEBRADA";"D5703XBY";"BELGRANO";"D";"0864"
"00021322";"LA SALUD";"D5703XBZ";"BELGRANO";"D";"0864"
"00014860";"LA SANDIA";"D5703XBL";"BELGRANO";"D";"0864"
"00014861";"LA SERRANA";"D5703XBM";"BELGRANO";"D";"0864"
"00014862";"LA UNION";"D5703XBN";"BELGRANO";"D";"0864"
"00014863";"LA YESERA";"D5719XBY";"BELGRANO";"D";"0864"
"00014864";"LAS CARITAS";"D5703XBO";"BELGRANO";"D";"0864"
"00014865";"LAS GALERAS";"D5719XBZ";"BELGRANO";"D";"0864"
"00014866";"LAS LOMAS";"D5703XBP";"BELGRANO";"D";"0864"
"00014867";"LONGARI";"D5703XBQ";"BELGRANO";"D";"0864"
"00014868";"LOS AGUADOS";"D5719XCA";"BELGRANO";"D";"0864"
"00014869";"LOS ALGARROBOS";"D5703XBR";"BELGRANO";"D";"0864"
"00014870";"LOS ARADITOS";"D5719XAT";"BELGRANO";"D";"0864"
"00014871";"LOS CERRITOS";"D5719XAU";"BELGRANO";"D";"0864"
"00014873";"LOS CHANCAROS";"D5719XAV";"BELGRANO";"D";"0864"
"00014874";"LOS MOLLES";"D5703XAP";"BELGRANO";"D";"0864"
"00014875";"LOS RAMBLONES";"D5703XAQ";"BELGRANO";"D";"0864"
"00014876";"LOS TALAS";"D5719XAW";"BELGRANO";"D";"0864"
"00014877";"LOS TELARIOS";"D5719XAX";"BELGRANO";"D";"0864"
"00014878";"MANANTIALES";"D5703XAR";"BELGRANO";"D";"0864"
"00014879";"PALIGUANTA";"D5703XAS";"BELGRANO";"D";"0864"
"00014880";"PARAISO";"D5703XBS";"BELGRANO";"D";"0864"
"00014881";"PORTEZUELO";"D5719XCB";"BELGRANO";"D";"0864"
"00014882";"POZO DEL ESPINILLO";"D5703XBT";"BELGRANO";"D";"0864"
"00014883";"POZO DEL TALA";"D5705XAY";"BELGRANO";"D";"0864"
"00021323";"POZO SIMON";"D5703XCA";"BELGRANO";"D";"0864"
"00014884";"PUNTA DE LA SIERRA";"D5719XCC";"BELGRANO";"D";"0864"
"00014885";"RECREO";"D5719XCD";"BELGRANO";"D";"0864"
"00014886";"REPRESA DEL CARMEN";"D5719XCE";"BELGRANO";"D";"0864"
"00014887";"RETAMO";"D5703XBU";"BELGRANO";"D";"0864"
"00021324";"RETIRO";"D5703XCB";"BELGRANO";"D";"0864"
"00014888";"ROMANCE";"D5719XCF";"BELGRANO";"D";"0864"
"00014889";"RUMIGUASI";"D5703XBV";"BELGRANO";"D";"0864"
"00014890";"SAN AGUSTIN";"D5719XCG";"BELGRANO";"D";"0864"
"00014891";"SAN ANTONIO";"D5719XBG";"BELGRANO";"D";"0864"
"00014892";"SAN ISIDRO";"D5719XBH";"BELGRANO";"D";"0864"
"00014893";"SAN JOSE";"D5703XBA";"BELGRANO";"D";"0864"
"00021325";"SAN JOSE";"D5719XCI";"BELGRANO";"D";"0864"
"00014894";"SAN PEDRO";"D5719XBI";"BELGRANO";"D";"0864"
"00014896";"SANTA ROSA DEL GIGANTE";"D5719XBJ";"BELGRANO";"D";"0864"
"00014897";"TAZA BLANCA";"D5703XBB";"BELGRANO";"D";"0864"
"00014898";"TORO NEGRO";"D5703XBC";"BELGRANO";"D";"0864"
"00014899";"TRES LOMAS";"D5719XBK";"BELGRANO";"D";"0864"
"00014900";"TRES PUERTAS";"D5719XBL";"BELGRANO";"D";"0864"
"00014901";"VILLA DE LA QUEBRADA";"";"BELGRANO";"D";"0864"
"00014902";"VILLA GENERAL ROCA";"";"BELGRANO";"D";"0864"
"00014903";"VIZCACHERAS";"D5703XBW";"BELGRANO";"D";"0864"
"00014904";"ALTO LINDO";"D5883XAC";"CHACABUCO";"D";"0865"
"00021330";"BAJO GRANDE";"D5775XAD";"CHACABUCO";"D";"0865"
"00014905";"BALCARCE";"D5883XAD";"CHACABUCO";"D";"0865"
"00014906";"BELLA VISTA";"D5835XAF";"CHACABUCO";"D";"0865"
"00014907";"CALERA ARGENTINA";"D5759XAF";"CHACABUCO";"D";"0865"
"00014909";"CHACRAS VIEJAS";"D5770XAK";"CHACABUCO";"D";"0865"
"00014912";"CHILCAS";"D5777XAA";"CHACABUCO";"D";"0865"
"00014913";"CONCARAN";"";"CHACABUCO";"D";"0865"
"00014914";"CONLARA";"D5759XAD";"CHACABUCO";"D";"0865"
"00014915";"CORRAL DE TORRES";"D5777XAB";"CHACABUCO";"D";"0865"
"00014916";"CORTADERAS";"";"CHACABUCO";"D";"0865"
"00021331";"CUATRO ESQUINAS";"D5773XAA";"CHACABUCO";"D";"0865"
"00014917";"DOMINGUEZ";"D5835XAC";"CHACABUCO";"D";"0865"
"00014918";"DURAZNITO";"D5777XAC";"CHACABUCO";"D";"0865"
"00021329";"EL ALGARROBAL";"D5775XAC";"CHACABUCO";"D";"0865"
"00014919";"EL ARROYO";"D5770XAF";"CHACABUCO";"D";"0865"
"00014921";"EL CALDEN";"D5770XAH";"CHACABUCO";"D";"0865"
"00014922";"EL CAVADO";"D5770XAL";"CHACABUCO";"D";"0865"
"00014923";"EL CERRO";"D5770XAM";"CHACABUCO";"D";"0865"
"00014924";"EL POLEO";"D5771XAA";"CHACABUCO";"D";"0865"
"00014925";"EL PUESTO";"D5759XAH";"CHACABUCO";"D";"0865"
"00014926";"EL RECUERDO";"D5883XAF";"CHACABUCO";"D";"0865"
"00014927";"EL SAUCE";"";"CHACABUCO";"D";"0865"
"00014928";"EL SAUCE";"D5770XAN";"CHACABUCO";"D";"0865"
"00014929";"EL SOCORRO";"D5770XAO";"CHACABUCO";"D";"0865"
"00014930";"EL TALA";"D5835XAG";"CHACABUCO";"D";"0865"
"00014931";"EL TOTORAL";"D5773XAJ";"CHACABUCO";"D";"0865"
"00014932";"ESTANCIA";"D5883XAG";"CHACABUCO";"D";"0865"
"00014933";"ESTANZUELA";"D5831XAB";"CHACABUCO";"D";"0865"
"00014934";"FENOGLIO";"D5770XAI";"CHACABUCO";"D";"0865"
"00014935";"HUCHISSON";"D5759XAE";"CHACABUCO";"D";"0865"
"00014936";"LA ARGENTINA";"D5835XAD";"CHACABUCO";"D";"0865"
"00014937";"LA AURORA";"D5835XAE";"CHACABUCO";"D";"0865"
"00014938";"LA CRISTINA";"D5773XAE";"CHACABUCO";"D";"0865"
"00014939";"LA ELVIRA";"D5773XAF";"CHACABUCO";"D";"0865"
"00021332";"LA ESCONDIDA";"D5775XAE";"CHACABUCO";"D";"0865"
"00014940";"LA ESTANZUELA";"D5773XAG";"CHACABUCO";"D";"0865"
"00014941";"LA GRAMILLA";"D5770XAJ";"CHACABUCO";"D";"0865"
"00014942";"LA RIOJITA";"D5773XAH";"CHACABUCO";"D";"0865"
"00014943";"LA SUIZA";"D5759XAI";"CHACABUCO";"D";"0865"
"00014944";"LAS CANTERAS";"D5759XAJ";"CHACABUCO";"D";"0865"
"00014945";"LAS NIEVES";"D5770XAP";"CHACABUCO";"D";"0865"
"00014947";"LOS COMEDORES";"D5770XAQ";"CHACABUCO";"D";"0865"
"00014948";"LOS CORRALITOS";"D5759XAK";"CHACABUCO";"D";"0865"
"00014949";"LOS CUADROS";"D5835XAI";"CHACABUCO";"D";"0865"
"00014950";"LOS ESPINILLOS";"D5883XAH";"CHACABUCO";"D";"0865"
"00014951";"LOS MANANTIALES";"D5773XAK";"CHACABUCO";"D";"0865"
"00014952";"LOS MOLLECITOS";"D5759XAL";"CHACABUCO";"D";"0865"
"00014953";"LOS PUESTOS";"D5770XAR";"CHACABUCO";"D";"0865"
"00014954";"LOS QUEBRACHOS";"D5770XAA";"CHACABUCO";"D";"0865"
"00014955";"LOS SAUCES";"D5775XAH";"CHACABUCO";"D";"0865"
"00014956";"MANANTIAL DE FLORES";"D5775XAI";"CHACABUCO";"D";"0865"
"00014957";"MANANTIAL DE RENCA";"D5759XAB";"CHACABUCO";"D";"0865"
"00014958";"MINA LOS CONDORES";"D5770XAB";"CHACABUCO";"D";"0865"
"00021334";"MOLLECITO";"D5759XAA";"CHACABUCO";"D";"0865"
"00014959";"NASCHEL";"";"CHACABUCO";"D";"0865"
"00014960";"OTRA BANDA";"D5773XAB";"CHACABUCO";"D";"0865"
"00014961";"PAPAGAYOS";"D5883XAA";"CHACABUCO";"D";"0865"
"00014962";"PASO DE LOS ALGARROBOS";"D5773XAC";"CHACABUCO";"D";"0865"
"00014963";"PIEDRAS CHATAS";"D5759XAC";"CHACABUCO";"D";"0865"
"00014964";"PIQUILLINES";"D5835XAJ";"CHACABUCO";"D";"0865"
"00021335";"PISCOYACO";"D5775XAF";"CHACABUCO";"D";"0865"
"00014965";"PORVENIR";"D5835XAK";"CHACABUCO";"D";"0865"
"00014966";"PUENTE HIERRO";"D5773XAL";"CHACABUCO";"D";"0865"
"00014967";"PUNTA DE LA LOMA";"D5773XAM";"CHACABUCO";"D";"0865"
"00014968";"PUNTA DEL ALTO";"D5773XAN";"CHACABUCO";"D";"0865"
"00014969";"RENCA";"D5775XAJ";"CHACABUCO";"D";"0865"
"00014970";"RETAZO DEL MONTE";"D5759XAM";"CHACABUCO";"D";"0865"
"00014971";"RIOJITA";"D5773XAO";"CHACABUCO";"D";"0865"
"00021337";"SAN ANTONIO";"D5835XAA";"CHACABUCO";"D";"0865"
"00014972";"SAN FELIPE";"D5759XAN";"CHACABUCO";"D";"0865"
"00014973";"SAN PABLO";"";"CHACABUCO";"D";"0865"
"00021338";"SAN RAMON SUD";"D5775XAG";"CHACABUCO";"D";"0865"
"00014974";"SAN VICENTE";"D5770XAS";"CHACABUCO";"D";"0865"
"00014975";"SANTA MARTINA";"D5770XAC";"CHACABUCO";"D";"0865"
"00014976";"SANTA SIMONA";"D5770XAD";"CHACABUCO";"D";"0865"
"00014977";"SELCI";"D5773XAD";"CHACABUCO";"D";"0865"
"00014978";"TILISARAO";"";"CHACABUCO";"D";"0865"
"00014979";"TOIGUS";"D5831XAA";"CHACABUCO";"D";"0865"
"00014980";"USPARA";"D5835XAB";"CHACABUCO";"D";"0865"
"00021340";"VALLE SAN AGUSTIN";"D5775XAA";"CHACABUCO";"D";"0865"
"00021341";"VALLE SAN JOSE";"D5775XAB";"CHACABUCO";"D";"0865"
"00014981";"VILLA DEL CARMEN";"";"CHACABUCO";"D";"0865"
"00014982";"VILLA DOLORES";"D5770XAE";"CHACABUCO";"D";"0865"
"00014983";"VILLA ELENA";"D5883XAB";"CHACABUCO";"D";"0865"
"00014984";"VILLA LARCA";"";"CHACABUCO";"D";"0865"
"00014985";"VOLCAN ESTANZUELA";"D5835XAL";"CHACABUCO";"D";"0865"
"00015063";"11 DE MAYO";"D5701XAM";"CORONEL PRINGLES";"D";"0866"
"00014986";"AGUA SALADA";"D5751XAC";"CORONEL PRINGLES";"D";"0866"
"00021507";"ALTO GRANDE";"D5721XAA";"CORONEL PRINGLES";"D";"0866"
"00014987";"ANTIHUASI";"D5701XAY";"CORONEL PRINGLES";"D";"0866"
"00021508";"ARBOLEDA";"D5750XBL";"CORONEL PRINGLES";"D";"0866"
"00014988";"ARENILLA";"D5701XAZ";"CORONEL PRINGLES";"D";"0866"
"00014989";"BALDE DE LA ISLA";"D5701XBA";"CORONEL PRINGLES";"D";"0866"
"00014990";"BUENA VENTURA";"D5701XBB";"CORONEL PRINGLES";"D";"0866"
"00014991";"BUENA VISTA";"D5701XBC";"CORONEL PRINGLES";"D";"0866"
"00014995";"CANTERAS SANTA ISABEL";"D5750XAR";"CORONEL PRINGLES";"D";"0866"
"00014996";"CAROLINA";"";"CORONEL PRINGLES";"D";"0866"
"00014997";"CASA DE PIEDRA";"D5701XCB";"CORONEL PRINGLES";"D";"0866"
"00014998";"CASAS VIEJAS";"D5750XBH";"CORONEL PRINGLES";"D";"0866"
"00014999";"CERRO BLANCO";"D5701XCC";"CORONEL PRINGLES";"D";"0866"
"00015000";"CERRO DE LA PILA";"D5750XBI";"CORONEL PRINGLES";"D";"0866"
"00015001";"CERRO DE PIEDRA";"D5701XCD";"CORONEL PRINGLES";"D";"0866"
"00015002";"CERRO VERDE";"D5750XBJ";"CORONEL PRINGLES";"D";"0866"
"00015003";"CERROS LARGOS";"D5701XCE";"CORONEL PRINGLES";"D";"0866"
"00015004";"CHIPICAL";"D5701XCF";"CORONEL PRINGLES";"D";"0866"
"00015005";"COMANDANTE GRANVILLE";"D5750XBK";"CORONEL PRINGLES";"D";"0866"
"00015007";"CRUZ DE PIEDRA";"D5701XBG";"CORONEL PRINGLES";"D";"0866"
"00021512";"CUATRO ESQUINAS";"D5750XBN";"CORONEL PRINGLES";"D";"0866"
"00021513";"DIQUE LA FLORIDA";"D5750XBO";"CORONEL PRINGLES";"D";"0866"
"00015009";"EL AMPARO";"D5701XBI";"CORONEL PRINGLES";"D";"0866"
"00015010";"EL ARENAL";"D5701XBJ";"CORONEL PRINGLES";"D";"0866"
"00015011";"EL BLANCO";"D5750XAS";"CORONEL PRINGLES";"D";"0866"
"00015013";"EL DURAZNO";"D5701XBK";"CORONEL PRINGLES";"D";"0866"
"00015014";"EL PORTEZUELO";"D5750XAT";"CORONEL PRINGLES";"D";"0866"
"00015015";"EL POZO";"D5750XAU";"CORONEL PRINGLES";"D";"0866"
"00015016";"EL ROSARIO";"D5750XAV";"CORONEL PRINGLES";"D";"0866"
"00021515";"EL SALADO";"D5750XBP";"CORONEL PRINGLES";"D";"0866"
"00021516";"EL TALA";"D5701XCG";"CORONEL PRINGLES";"D";"0866"
"00015017";"EL TALITA";"D5751XAA";"CORONEL PRINGLES";"D";"0866"
"00015008";"EL VALLE";"D5701XBH";"CORONEL PRINGLES";"D";"0866"
"00021517";"EL VALLECITO";"D5750XBQ";"CORONEL PRINGLES";"D";"0866"
"00015018";"ELEODORO LOBOS";"D5722XAC";"CORONEL PRINGLES";"D";"0866"
"00015019";"EMBALSE LA FLORIDA";"D5701XAB";"CORONEL PRINGLES";"D";"0866"
"00015020";"ESTABLECIMIENTO LAS FLORES";"D5750XAI";"CORONEL PRINGLES";"D";"0866"
"00021521";"ESTANCIA EL SALADO";"D5750XAB";"CORONEL PRINGLES";"D";"0866"
"00015021";"ESTANCIA GRANDE";"D5701XAC";"CORONEL PRINGLES";"D";"0866"
"00015022";"FRAGA";"";"CORONEL PRINGLES";"D";"0866"
"00015023";"GRUTA DE INTIHUASI";"D5701XAD";"CORONEL PRINGLES";"D";"0866"
"00015024";"HINOJITO";"D5701XAE";"CORONEL PRINGLES";"D";"0866"
"00015025";"INTIHUASI";"D5701XAF";"CORONEL PRINGLES";"D";"0866"
"00015026";"ISLA";"D5701XAG";"CORONEL PRINGLES";"D";"0866"
"00021522";"LA ADELA";"D5736XAA";"CORONEL PRINGLES";"D";"0866"
"00015027";"LA AGUADA";"D5750XAW";"CORONEL PRINGLES";"D";"0866"
"00015028";"LA ALAMEDA";"D5750XAX";"CORONEL PRINGLES";"D";"0866"
"00015029";"LA ALIANZA";"D5701XBL";"CORONEL PRINGLES";"D";"0866"
"00015030";"LA ARBOLEDA";"D5751XAE";"CORONEL PRINGLES";"D";"0866"
"00021523";"LA ATALAYA";"D5750XAC";"CORONEL PRINGLES";"D";"0866"
"00015031";"LA BAJADA";"D5701XBM";"CORONEL PRINGLES";"D";"0866"
"00015032";"LA CALAGUALA";"D5701XBN";"CORONEL PRINGLES";"D";"0866"
"00015034";"LA CAUTIVA";"D5736XAD";"CORONEL PRINGLES";"D";"0866"
"00021525";"LA DELIA";"D5722XAA";"CORONEL PRINGLES";"D";"0866"
"00015035";"LA FLORIDA";"";"CORONEL PRINGLES";"D";"0866"
"00015036";"LA FRAGUA";"D5750XAZ";"CORONEL PRINGLES";"D";"0866"
"00015037";"LA HIGUERITA";"D5701XBO";"CORONEL PRINGLES";"D";"0866"
"00015038";"LA JUSTA";"D5750XAJ";"CORONEL PRINGLES";"D";"0866"
"00021526";"LA MARIA";"D5722XAB";"CORONEL PRINGLES";"D";"0866"
"00015039";"LA PETRA";"D5751XAB";"CORONEL PRINGLES";"D";"0866"
"00021528";"LA PROVIDENCIA";"D5750XAD";"CORONEL PRINGLES";"D";"0866"
"00015040";"LA RINCONADA";"D5750XAK";"CORONEL PRINGLES";"D";"0866"
"00015041";"LA TOMA";"";"CORONEL PRINGLES";"D";"0866"
"00015042";"LA TOTORA";"D5750XAL";"CORONEL PRINGLES";"D";"0866"
"00021529";"LA YERBA BUENA";"D5722XAD";"CORONEL PRINGLES";"D";"0866"
"00015043";"LAGUNA BRAVA";"D5701XAH";"CORONEL PRINGLES";"D";"0866"
"00015044";"LAS BARRANQUITAS";"D5701XAI";"CORONEL PRINGLES";"D";"0866"
"00015045";"LAS DELICIAS";"D5750XAM";"CORONEL PRINGLES";"D";"0866"
"00015046";"LAS FLORES";"D5750XAN";"CORONEL PRINGLES";"D";"0866"
"00021530";"LAS HIGUERAS";"D5722XAE";"CORONEL PRINGLES";"D";"0866"
"00015048";"LAS ROSAS";"D5750XBA";"CORONEL PRINGLES";"D";"0866"
"00021531";"LOMA DEL MEDIO";"D5750XBR";"CORONEL PRINGLES";"D";"0866"
"00015049";"LOS ARROYOS";"D5701XBP";"CORONEL PRINGLES";"D";"0866"
"00015050";"LOS CARRICITOS";"D5701XBQ";"CORONEL PRINGLES";"D";"0866"
"00015051";"LOS MEDANITOS";"D5751XAF";"CORONEL PRINGLES";"D";"0866"
"00015052";"LOS MEMBRILLOS";"D5750XBB";"CORONEL PRINGLES";"D";"0866"
"00015053";"LOS MONTES";"D5701XBR";"CORONEL PRINGLES";"D";"0866"
"00015054";"LOS PASITOS";"D5701XBS";"CORONEL PRINGLES";"D";"0866"
"00015055";"LOS TAPIALES";"D5701XBT";"CORONEL PRINGLES";"D";"0866"
"00015056";"MANANTIAL GRANDE";"D5751XAG";"CORONEL PRINGLES";"D";"0866"
"00015057";"MARAY";"D5701XBU";"CORONEL PRINGLES";"D";"0866"
"00015058";"MARMOL VERDE";"D5701XBV";"CORONEL PRINGLES";"D";"0866"
"00015059";"MEDANOS";"D5736XAB";"CORONEL PRINGLES";"D";"0866"
"00021533";"MINA CAROLINA";"D5701XCH";"CORONEL PRINGLES";"D";"0866"
"00015060";"MINA SANTO DOMINGO";"D5701XAJ";"CORONEL PRINGLES";"D";"0866"
"00015061";"MONTE CHIQUITO";"D5701XAK";"CORONEL PRINGLES";"D";"0866"
"00015062";"OJO DE AGUA";"D5701XAL";"CORONEL PRINGLES";"D";"0866"
"00021534";"OJO DE AGUA";"D5750XBS";"CORONEL PRINGLES";"D";"0866"
"00021535";"PAINES";"D5736XAF";"CORONEL PRINGLES";"D";"0866"
"00021536";"PAMPA DE LOS GOBERNADORES";"D5757XAA";"CORONEL PRINGLES";"D";"0866"
"00015064";"PAMPA DEL TAMBORERO";"D5701XAN";"CORONEL PRINGLES";"D";"0866"
"00015065";"PAMPITA";"D5701XAO";"CORONEL PRINGLES";"D";"0866"
"00015066";"PANTANILLOS";"D5701XAP";"CORONEL PRINGLES";"D";"0866"
"00015067";"PASO DE CUERO";"D5701XAQ";"CORONEL PRINGLES";"D";"0866"
"00015068";"PASO DE LAS CARRETAS";"D5736XAC";"CORONEL PRINGLES";"D";"0866"
"00015069";"PASO DEL REY";"D5701XBW";"CORONEL PRINGLES";"D";"0866"
"00015070";"PASO JUAN GOMEZ";"D5701XBX";"CORONEL PRINGLES";"D";"0866"
"00021544";"PIEDRAS BLANCAS";"D5750XAE";"CORONEL PRINGLES";"D";"0866"
"00015071";"QUEBRADA DE LA BURRA";"D5701XBY";"CORONEL PRINGLES";"D";"0866"
"00015072";"QUEBRADA HONDA";"D5750XBC";"CORONEL PRINGLES";"D";"0866"
"00021545";"RIECITO";"D5750XAF";"CORONEL PRINGLES";"D";"0866"
"00015073";"RIO GRANDE";"D5701XBZ";"CORONEL PRINGLES";"D";"0866"
"00015074";"SALADILLO";"";"CORONEL PRINGLES";"D";"0866"
"00015075";"SALADO";"D5750XBD";"CORONEL PRINGLES";"D";"0866"
"00015076";"SAN ANTONIO";"D5750XBE";"CORONEL PRINGLES";"D";"0866"
"00015077";"SAN GREGORIO";"D5751XAH";"CORONEL PRINGLES";"D";"0866"
"00015078";"SAN IGNACIO";"D5736XAE";"CORONEL PRINGLES";"D";"0866"
"00021538";"SAN LORENZO";"D5757XAB";"CORONEL PRINGLES";"D";"0866"
"00015080";"SAN MIGUEL";"D5701XAR";"CORONEL PRINGLES";"D";"0866"
"00021539";"SANTA CLARA";"D5751XAI";"CORONEL PRINGLES";"D";"0866"
"00015082";"SANTA ISABEL";"D5750XAP";"CORONEL PRINGLES";"D";"0866"
"00015083";"SAUCESITO";"D5701XAT";"CORONEL PRINGLES";"D";"0866"
"00015084";"SOLOBASTA";"D5701XAU";"CORONEL PRINGLES";"D";"0866"
"00021546";"SOLOLOSTA";"D5750XAG";"CORONEL PRINGLES";"D";"0866"
