codloc;localidad;codpostal;partido;provincia;codpart
"00007096";"LA GAVENITA";"L6361XAB";"MARACO";"L";"0528"
"00018403";"LA MARIA";"L6331XAF";"MARACO";"L";"0528"
"00007098";"LA TERESITA";"L6361XAE";"MARACO";"L";"0528"
"00018404";"LA VERDE";"L6331XAG";"MARACO";"L";"0528"
"00007099";"LAS TRES HERMANAS";"L6331XAH";"MARACO";"L";"0528"
"00007100";"MOCOVI";"L6360XAI";"MARACO";"L";"0528"
"00007101";"PAVON";"L6331XAI";"MARACO";"L";"0528"
"00007102";"RUCAHUE";"L6331XAJ";"MARACO";"L";"0528"
"00007103";"SAN ALBERTO";"L6331XAK";"MARACO";"L";"0528"
"00007104";"SAN BENITO";"L6331XAL";"MARACO";"L";"0528"
"00007105";"SAN IGNACIO";"L6360XAJ";"MARACO";"L";"0528"
"00007106";"SAN ILDEFONSO";"L6365XAF";"MARACO";"L";"0528"
"00007107";"SAN JOAQUIN";"L6360XAD";"MARACO";"L";"0528"
"00007108";"SAN JOSE";"L6360XAE";"MARACO";"L";"0528"
"00007109";"SANTA CATALINA";"L6365XAG";"MARACO";"L";"0528"
"00007110";"SANTA ELENA";"L6360XAF";"MARACO";"L";"0528"
"00007111";"SANTA INES";"L6360XAG";"MARACO";"L";"0528"
"00007112";"SPELUZZI";"L6365XAH";"MARACO";"L";"0528"
"00018405";"TREBOLARES";"L6361XAC";"MARACO";"L";"0528"
"00007113";"ZONA RURAL DORILA";"L6365XAI";"MARACO";"L";"0528"
"00007114";"25 DE MAYO";"";"PUELEN";"L";"0529"
"00007115";"COLONIA GOBERNADOR AYALA";"L8307XAA";"PUELEN";"L";"0529"
"00018385";"COLONIA LOS PIOJOS";"L8201XAY";"PUELEN";"L";"0529"
"00018386";"COLONIA SAN IGNACIO";"L8201XAV";"PUELEN";"L";"0529"
"00018246";"EL CINCO";"L8201XAX";"PUELEN";"L";"0529"
"00007116";"EL ESCABEL";"L8201XAU";"PUELEN";"L";"0529"
"00007117";"GOBERNADOR AYALA";"L8201XAZ";"PUELEN";"L";"0529"
"00018387";"GUARACO";"L8201XAW";"PUELEN";"L";"0529"
"00007118";"LA BOTA";"L8307XAB";"PUELEN";"L";"0529"
"00007119";"LA COPELINA";"L8307XAC";"PUELEN";"L";"0529"
"00007120";"PASO LA BALSA";"L8307XAD";"PUELEN";"L";"0529"
"00007121";"PUELEN";"";"PUELEN";"L";"0529"
"00007122";"SAN SALVADOR";"L8201XBA";"PUELEN";"L";"0529"
"00007124";"COLONIA BARON";"";"QUEMU QUEMU";"L";"0530"
"00007125";"COLONIA BEAUFORT";"L6331XAM";"QUEMU QUEMU";"L";"0530"
"00007126";"COLONIA GIUSTI";"L6331XAN";"QUEMU QUEMU";"L";"0530"
"00007127";"COLONIA LA ABUNDANCIA";"L6333XAA";"QUEMU QUEMU";"L";"0530"
"00007128";"COLONIA LA SARA";"L6333XAB";"QUEMU QUEMU";"L";"0530"
"00007129";"COLONIA SAN JOSE";"";"QUEMU QUEMU";"L";"0530"
"00007130";"COLONIA SANTA CECILIA";"L6333XAC";"QUEMU QUEMU";"L";"0530"
"00018377";"COLONIA SANTA ELVIRA";"L6365XAK";"QUEMU QUEMU";"L";"0530"
"00007131";"CURILCO";"L6331XAO";"QUEMU QUEMU";"L";"0530"
"00007132";"HUELEN";"L6333XAD";"QUEMU QUEMU";"L";"0530"
"00007133";"LA CAUTIVA";"L6333XAE";"QUEMU QUEMU";"L";"0530"
"00007134";"LA CELINA";"L6333XAF";"QUEMU QUEMU";"L";"0530"
"00007135";"LA DELICIA";"L6333XAJ";"QUEMU QUEMU";"L";"0530"
"00007136";"LA ENRIQUETA";"L6333XAK";"QUEMU QUEMU";"L";"0530"
"00007137";"LA OLLA";"L6333XAL";"QUEMU QUEMU";"L";"0530"
"00007138";"LA PUMA";"L6360XAK";"QUEMU QUEMU";"L";"0530"
"00007139";"LOS PIRINEOS";"L6315XAF";"QUEMU QUEMU";"L";"0530"
"00007140";"LOTE 25 ESCUELA 178";"L6315XAG";"QUEMU QUEMU";"L";"0530"
"00007141";"LOTE 6 ESCUELA 171";"L6315XAH";"QUEMU QUEMU";"L";"0530"
"00018243";"LOTE 9 ESCUELA 140";"L6315XAE";"QUEMU QUEMU";"L";"0530"
"00007142";"MARI MARI";"L6333XAM";"QUEMU QUEMU";"L";"0530"
"00007143";"MIGUEL CANE";"";"QUEMU QUEMU";"L";"0530"
"00007144";"QUEMU QUEMU";"";"QUEMU QUEMU";"L";"0530"
"00007145";"RELMO";"";"QUEMU QUEMU";"L";"0530"
"00007146";"SAN MIGUEL";"L6331XAP";"QUEMU QUEMU";"L";"0530"
"00007147";"SANTA ELVIRA";"L6333XAG";"QUEMU QUEMU";"L";"0530"
"00007148";"SOL DE MAYO";"L6333XAH";"QUEMU QUEMU";"L";"0530"
"00007149";"TRILI";"L6333XAI";"QUEMU QUEMU";"L";"0530"
"00007150";"VILLA MIRASOL";"";"QUEMU QUEMU";"L";"0530"
"00007151";"VILLA SAN JOSE";"L6315XAC";"QUEMU QUEMU";"L";"0530"
"00007152";"ZONA RURAL";"L6331XAQ";"QUEMU QUEMU";"L";"0530"
"00007153";"ZONA RURAL DE MIRASOL";"L6315XAD";"QUEMU QUEMU";"L";"0530"
"00007154";"CALEUFU";"";"RANCUL";"L";"0531"
"00007155";"CARAMAN";"L6387XAD";"RANCUL";"L";"0531"
"00007156";"CHAMAICO";"L6214XAF";"RANCUL";"L";"0531"
"00007157";"COLONIA EL TIGRE";"L6385XAC";"RANCUL";"L";"0531"
"00007158";"COLONIA LA MARGARITA";"L6214XAG";"RANCUL";"L";"0531"
"00007159";"COLONIA LAS PIEDRITAS";"L6385XAB";"RANCUL";"L";"0531"
"00007160";"COLONIA SAN BASILIO";"L6214XAE";"RANCUL";"L";"0531"
"00007161";"EL GUANACO";"L6205XAB";"RANCUL";"L";"0531"
"00007162";"EL TAJAMAR";"L6205XAC";"RANCUL";"L";"0531"
"00007163";"INGENIERO FOSTER";"L6385XAA";"RANCUL";"L";"0531"
"00007164";"JARDON";"L6214XAA";"RANCUL";"L";"0531"
"00007165";"LA MARGARITA";"L6214XAB";"RANCUL";"L";"0531"
"00007166";"LA MARUJA";"";"RANCUL";"L";"0531"
"00018366";"LA POMONA";"L6214XAD";"RANCUL";"L";"0531"
"00018370";"LA PRIMAVERA CHAMAICO";"L6214XAJ";"RANCUL";"L";"0531"
"00007167";"LAS DELICIAS";"L6214XAC";"RANCUL";"L";"0531"
"00007168";"LAS PIEDRITAS";"L6387XAA";"RANCUL";"L";"0531"
"00007169";"LOTE 11 ESCUELA 107";"L6213XAA";"RANCUL";"L";"0531"
"00007171";"LOTE 15";"L6213XAB";"RANCUL";"L";"0531"
"00007170";"LOTE 15 ESCUELA 18";"L6387XAB";"RANCUL";"L";"0531"
"00007172";"LOTE 4";"L6387XAC";"RANCUL";"L";"0531"
"00007173";"LOTE 5 CALEUFU  ESC 120";"L6205XAA";"RANCUL";"L";"0531"
"00007174";"PARERA";"";"RANCUL";"L";"0531"
"00007175";"PICHI HUINCA";"";"RANCUL";"L";"0531"
"00007176";"QUETREQUEN";"L6212XAB";"RANCUL";"L";"0531"
"00007177";"RANCUL";"";"RANCUL";"L";"0531"
"00007178";"SAN BASILIO";"L6214XAH";"RANCUL";"L";"0531"
"00007179";"SAN MARCELO";"L6214XAI";"RANCUL";"L";"0531"
"00007180";"ADOLFO VAN PRAET";"";"REALICO";"L";"0532"
"00007181";"ALTA ITALIA";"";"REALICO";"L";"0532"
"00007182";"CHANILAO";"L6201XAA";"REALICO";"L";"0532"
"00007183";"EL OLIVO";"L6203XAA";"REALICO";"L";"0532"
"00007184";"EL TIGRE";"L6203XAB";"REALICO";"L";"0532"
"00007185";"EL TORDILLO";"L6212XAC";"REALICO";"L";"0532"
"00007186";"EMBAJADOR MARTINI";"";"REALICO";"L";"0532"
"00007187";"FALUCHO";"";"REALICO";"L";"0532"
"00007188";"INGENIERO LUIGGI";"";"REALICO";"L";"0532"
"00007189";"LA ELINA";"L6203XAC";"REALICO";"L";"0532"
"00007190";"LA VOLUNTAD";"L6228XAR";"REALICO";"L";"0532"
"00007191";"LOTE 2 LA ELINA";"L6203XAD";"REALICO";"L";"0532"
"00007193";"MAISONNAVE";"";"REALICO";"L";"0532"
"00007194";"OJEDA";"L6207XAA";"REALICO";"L";"0532"
"00007195";"REALICO";"";"REALICO";"L";"0532"
"00018353";"RICARDO LAVALLE";"L6312XAA";"REALICO";"L";"0532"
"00007196";"SAN JUAN SIMSON";"L6212XAD";"REALICO";"L";"0532"
"00007197";"SANTA GRACIA";"L6212XAE";"REALICO";"L";"0532"
"00007198";"TRES HERMANOS QUETREQUEN";"L6212XAF";"REALICO";"L";"0532"
"00007199";"BAJO DE LAS PALOMAS";"L6313XAN";"TOAY";"L";"0533"
"00007201";"CACHIRULO";"L6303XAA";"TOAY";"L";"0533"
"00007202";"CALCHAHUE";"L6303XAB";"TOAY";"L";"0533"
"00007203";"CHACU";"L6303XAC";"TOAY";"L";"0533"
"00007204";"CHAPALCO";"L6303XAD";"TOAY";"L";"0533"
"00007205";"COLONIA FERRARO";"L6303XAE";"TOAY";"L";"0533"
"00007206";"COLONIA RAMON QUINTAS";"L6303XAF";"TOAY";"L";"0533"
"00007207";"COLONIA ROCA";"L6303XAG";"TOAY";"L";"0533"
"00007208";"EL EUCALIPTO CARRO QUEMADO";"L6319XAI";"TOAY";"L";"0533"
"00007209";"EL VOLANTE";"L6303XAH";"TOAY";"L";"0533"
"00007210";"LA AVANZADA";"L6325XAA";"TOAY";"L";"0533"
"00007211";"LA BAYA";"L6303XAN";"TOAY";"L";"0533"
"00007212";"LA BAYA MUERTA";"L6303XAO";"TOAY";"L";"0533"
"00007213";"LA CELINA";"L6303XAP";"TOAY";"L";"0533"
"00007214";"LA CELMIRA";"L6303XAQ";"TOAY";"L";"0533"
"00007215";"LA ESTHER";"L6325XAE";"TOAY";"L";"0533"
"00007216";"LA VANGUARDIA";"L6303XAR";"TOAY";"L";"0533"
"00007217";"LINDO VER";"L6303XAS";"TOAY";"L";"0533"
"00007218";"LOS ALAMOS";"L6325XAF";"TOAY";"L";"0533"
"00007219";"LOS ALGARROBOS";"L6303XAT";"TOAY";"L";"0533"
"00007220";"NAICO";"";"TOAY";"L";"0533"
"00007221";"NERRE CO";"L6303XAI";"TOAY";"L";"0533"
"00007222";"OFICIAL E SEGURA";"L6303XAJ";"TOAY";"L";"0533"
"00007223";"PARQUE LURO";"L6325XAB";"TOAY";"L";"0533"
"00007224";"PICHI HUILCO";"L6303XAK";"TOAY";"L";"0533"
"00007225";"RAMON QUINTAS";"L6303XAL";"TOAY";"L";"0533"
"00007226";"SAN HUMBERTO";"L6325XAC";"TOAY";"L";"0533"
"00007227";"SANTIAGO ORELLANO";"L6325XAD";"TOAY";"L";"0533"
"00007228";"TA HUILCO";"L6303XAM";"TOAY";"L";"0533"
"00007229";"TOAY";"";"TOAY";"L";"0533"
"00007230";"ARATA";"";"TRENEL";"L";"0534"
"00007231";"CAMPO SALUSSO";"L6369XAB";"TRENEL";"L";"0534"
"00007232";"COLONIA MIGLIORI";"L6367XAD";"TRENEL";"L";"0534"
"00018338";"LOTE 8 ESCUELA 141";"L6369XAC";"TRENEL";"L";"0534"
"00007233";"METILEO";"";"TRENEL";"L";"0534"
"00007234";"MINISTRO ORLANDO";"L6367XAB";"TRENEL";"L";"0534"
"00007235";"SAN JOAQUIN METILEO";"L6367XAE";"TRENEL";"L";"0534"
"00007236";"TRENEL";"";"TRENEL";"L";"0534"
"00007237";"ZONA RURAL";"L6369XAA";"TRENEL";"L";"0534"
"00007238";"ATALIVA ROCA";"";"UTRACAN";"L";"0535"
"00007239";"BARRANCAS COLORADAS";"L8201XBB";"UTRACAN";"L";"0535"
"00018320";"BELGRANO";"L8201XBH";"UTRACAN";"L";"0535"
"00007240";"CERRO AZUL";"L8201XBC";"UTRACAN";"L";"0535"
"00007241";"CERRO BAYO";"L8201XBD";"UTRACAN";"L";"0535"
"00007242";"CERRO LA BOTA";"L8201XBE";"UTRACAN";"L";"0535"
"00007243";"CHACHARRAMENDI";"";"UTRACAN";"L";"0535"
"00007244";"COLONIA CAZAUX";"L8214XAI";"UTRACAN";"L";"0535"
"00007245";"COLONIA DEVOTO";"L6325XAI";"UTRACAN";"L";"0535"
"00007246";"COLONIA LA AMARGA";"L6325XAJ";"UTRACAN";"L";"0535"
"00007247";"COLONIA LA MUTUA";"L8214XAJ";"UTRACAN";"L";"0535"
"00007248";"COLONIA LIA Y ALLENDE";"L8200XAH";"UTRACAN";"L";"0535"
"00007249";"COLONIA MEDANO COLORADO";"L8214XAE";"UTRACAN";"L";"0535"
"00007250";"COLONIA MINISTRO LOBOS";"L6325XAG";"UTRACAN";"L";"0535"
"00007251";"COLONIA SANTA CLARA";"L8214XAF";"UTRACAN";"L";"0535"
"00007252";"COLONIA SANTA MARIA";"";"UTRACAN";"L";"0535"
"00017011";"EL BOQUERON";"L8200XAF";"UTRACAN";"L";"0535"
"00007253";"EL CARANCHO";"L8200XAD";"UTRACAN";"L";"0535"
"00007254";"EL CHILLEN";"L6325XAH";"UTRACAN";"L";"0535"
"00007255";"EL DESCANSO";"L8214XAG";"UTRACAN";"L";"0535"
"00018321";"EL HUITRU";"L8201XBI";"UTRACAN";"L";"0535"
"00007256";"EL MADRIGAL";"L8200XAE";"UTRACAN";"L";"0535"
"00007257";"EL PIMIA";"L8214XAH";"UTRACAN";"L";"0535"
"00007258";"EL VERANEO";"L8200XAI";"UTRACAN";"L";"0535"
"00007259";"EPU PEL";"L8214XAK";"UTRACAN";"L";"0535"
"00017017";"EX ESCUELA HOGAR NRO 5";"L8200XAG";"UTRACAN";"L";"0535"
"00007260";"GENERAL ACHA";"";"UTRACAN";"L";"0535"
"00007261";"LA AURORA";"L8200XAJ";"UTRACAN";"L";"0535"
"00017088";"LA BANDERITA";"L8200XBH";"UTRACAN";"L";"0535"
"00018322";"LA CHIRLANDIA";"L8203XAB";"UTRACAN";"L";"0535"
"00007262";"LA CHITA";"L8200XAK";"UTRACAN";"L";"0535"
"00007263";"LA ESCONDIDA";"L8200XAL";"UTRACAN";"L";"0535"
"00007264";"LA LONJA";"L8200XAM";"UTRACAN";"L";"0535"
"00007265";"LA LUCHA LA REFORMA";"L8201XBF";"UTRACAN";"L";"0535"
"00007266";"LA MAGDALENA";"L8200XAN";"UTRACAN";"L";"0535"
"00007267";"LA MODERNA";"L8200XAO";"UTRACAN";"L";"0535"
"00007268";"LA NILDA";"L8200XAY";"UTRACAN";"L";"0535"
"00007269";"LA PALOMA";"L8200XAZ";"UTRACAN";"L";"0535"
"00007270";"LA PAMPITA";"L8200XBA";"UTRACAN";"L";"0535"
"00018345";"LA SIN NOMBRE";"L8203XAG";"UTRACAN";"L";"0535"
"00007271";"LA SORPRESA";"L8200XBB";"UTRACAN";"L";"0535"
"00007272";"LAS ACACIAS";"L8200XBC";"UTRACAN";"L";"0535"
"00018323";"LOS OLIVOS";"L8203XAC";"UTRACAN";"L";"0535"
"00007273";"LOTE 10";"L8200XBD";"UTRACAN";"L";"0535"
"00007274";"LOTE 11";"L8200XBE";"UTRACAN";"L";"0535"
"00007275";"LOTE 12";"L8200XBF";"UTRACAN";"L";"0535"
"00007276";"LOTE 13";"L8200XBG";"UTRACAN";"L";"0535"
"00007277";"LOTE 18";"L8200XAP";"UTRACAN";"L";"0535"
"00007278";"LOTE 19";"L8200XAQ";"UTRACAN";"L";"0535"
"00007279";"LOTE 21";"L8200XAR";"UTRACAN";"L";"0535"
"00007280";"LOTE 22";"L8200XAS";"UTRACAN";"L";"0535"
"00007281";"LOTE 3";"L8200XAT";"UTRACAN";"L";"0535"
"00007282";"MARACO";"L8200XAU";"UTRACAN";"L";"0535"
"00007283";"MARACO CHICO";"L8200XAV";"UTRACAN";"L";"0535"
"00007284";"MEDANO COLORADO";"L8200XAW";"UTRACAN";"L";"0535"
"00007285";"QUEHUE";"";"UTRACAN";"L";"0535"
"00018324";"SAN ANTONIO";"L8203XAD";"UTRACAN";"L";"0535"
"00018325";"SAN ERNESTO";"L8203XAE";"UTRACAN";"L";"0535"
"00018326";"SAN SIMON";"L8200XBK";"UTRACAN";"L";"0535"
"00007287";"SANTA CLARA";"L8214XAL";"UTRACAN";"L";"0535"
"00018327";"SANTA ELENA";"L8201XBG";"UTRACAN";"L";"0535"
"00007288";"SANTA MARIA";"L8214XAM";"UTRACAN";"L";"0535"
"00018328";"SANTO DOMINGO";"L8203XAF";"UTRACAN";"L";"0535"
"00007289";"UNANUE";"";"UTRACAN";"L";"0535"
"00007290";"UTRACAN";"L8203XAA";"UTRACAN";"L";"0535"
"00007291";"VALLE ARGENTINO";"L8200XBI";"UTRACAN";"L";"0535"
"00007292";"VALLE DAZA";"L8200XBJ";"UTRACAN";"L";"0535"
"00005495";"MENDOZA";"";"CAPITAL";"M";"0426"
"00005496";"GODOY CRUZ";"";"GODOY CRUZ";"M";"0427"
"00005497";"SAN FRANCISCO DEL MONTE";"";"GODOY CRUZ";"M";"0427"
"00005681";"VILLA HIPODROMO";"";"GODOY CRUZ";"M";"0427"
"00005499";"BOWEN";"";"GENERAL ALVEAR";"M";"0428"
"00005498";"CANALEJAS";"M5636XAA";"GENERAL ALVEAR";"M";"0428"
"00005500";"CARMENSA";"";"GENERAL ALVEAR";"M";"0428"
"00005501";"CERRO NEVADO";"M5621XAU";"GENERAL ALVEAR";"M";"0428"
"00017018";"CIUDAD OESTE";"M5634XAM";"GENERAL ALVEAR";"M";"0428"
"00005502";"COCHICO";"M5621XAA";"GENERAL ALVEAR";"M";"0428"
"00005503";"COLONIA ALVEAR";"M5632XAA";"GENERAL ALVEAR";"M";"0428"
"00005504";"COLONIA ALVEAR OESTE";"";"GENERAL ALVEAR";"M";"0428"
"00005505";"COLONIA BOUQUET";"M5632XAE";"GENERAL ALVEAR";"M";"0428"
"00005564";"COMPUERTAS NEGRAS";"M5632XAD";"GENERAL ALVEAR";"M";"0428"
"00005565";"CORRAL DE LORCA";"M5637XAB";"GENERAL ALVEAR";"M";"0428"
"00005506";"COSTA DEL DIAMANTE";"M5637XAC";"GENERAL ALVEAR";"M";"0428"
"00018185";"EL AGUILA";"M5636XAD";"GENERAL ALVEAR";"M";"0428"
"00005507";"EL ARBOLITO";"M5636XAH";"GENERAL ALVEAR";"M";"0428"
"00005508";"EL BANDERON";"M5634XAV";"GENERAL ALVEAR";"M";"0428"
"00017020";"EL BUEN PASTOR";"M5634XAN";"GENERAL ALVEAR";"M";"0428"
"00005509";"EL CEIBO";"";"GENERAL ALVEAR";"M";"0428"
"00017021";"EL DESVIO";"M5621XAE";"GENERAL ALVEAR";"M";"0428"
"00005510";"EL JUNCALITO";"M5620XAE";"GENERAL ALVEAR";"M";"0428"
"00005511";"EL NEVADO";"M5620XAF";"GENERAL ALVEAR";"M";"0428"
"00005512";"EL RETIRO";"M5632XAF";"GENERAL ALVEAR";"M";"0428"
"00017022";"EL VENTARRON";"M5621XAF";"GENERAL ALVEAR";"M";"0428"
"00019212";"ESTANCIA CHACAICO";"M5621XAI";"GENERAL ALVEAR";"M";"0428"
"00017023";"ESTANCIA EL BALDERON";"M5634XAJ";"GENERAL ALVEAR";"M";"0428"
"00017024";"ESTANCIA LA CORTADERA";"M5634XAK";"GENERAL ALVEAR";"M";"0428"
"00017025";"ESTANCIA LA VARITA";"M5634XAL";"GENERAL ALVEAR";"M";"0428"
"00005513";"GASPAR CAMPOS";"M5609XAB";"GENERAL ALVEAR";"M";"0428"
"00005514";"GENERAL ALVEAR";"";"GENERAL ALVEAR";"M";"0428"
"00005515";"GOICO";"M5609XAA";"GENERAL ALVEAR";"M";"0428"
"00005516";"JAIME PRATS";"";"GENERAL ALVEAR";"M";"0428"
"00005517";"KILOMETRO 56";"M5620XAA";"GENERAL ALVEAR";"M";"0428"
"00017026";"KILOMETRO 84";"M5634XAO";"GENERAL ALVEAR";"M";"0428"
"00005518";"KILOMETRO 882";"M5620XAB";"GENERAL ALVEAR";"M";"0428"
"00005519";"KILOMETRO 884";"M5634XAA";"GENERAL ALVEAR";"M";"0428"
"00005520";"LA ADELINA";"M5634XAB";"GENERAL ALVEAR";"M";"0428"
"00017027";"LA CALDENADA";"M5634XAP";"GENERAL ALVEAR";"M";"0428"
"00017028";"LA CALIFORNIA";"M5621XAD";"GENERAL ALVEAR";"M";"0428"
"00017029";"LA CORONA";"M5634XAE";"GENERAL ALVEAR";"M";"0428"
"00005521";"LA ESCANDINAVA";"";"GENERAL ALVEAR";"M";"0428"
"00017030";"LA LUNINA";"M5634XAF";"GENERAL ALVEAR";"M";"0428"
"00005522";"LA MARZOLINA";"M5632XAB";"GENERAL ALVEAR";"M";"0428"
"00005523";"LA MONTILLA";"M5634XAC";"GENERAL ALVEAR";"M";"0428"
"00005524";"LA MORA";"M5636XAE";"GENERAL ALVEAR";"M";"0428"
"00005525";"LA POMONA";"M5620XAD";"GENERAL ALVEAR";"M";"0428"
"00005526";"LA VARITA";"M5634XAQ";"GENERAL ALVEAR";"M";"0428"
"00019213";"LAS COMPUERTAS NEGRAS";"M5632XAG";"GENERAL ALVEAR";"M";"0428"
"00017032";"LOS AMARILLOS";"M5634XAH";"GENERAL ALVEAR";"M";"0428"
"00005527";"LOS ANGELES";"M5634XAR";"GENERAL ALVEAR";"M";"0428"
"00005528";"LOS CAMPAMENTOS";"M5634XAS";"GENERAL ALVEAR";"M";"0428"
"00005529";"LOS COMPARTOS";"";"GENERAL ALVEAR";"M";"0428"
"00017034";"MEDANOS COLORADOS";"M5636XAC";"GENERAL ALVEAR";"M";"0428"
"00005530";"MEDIA LUNA";"M6279XAA";"GENERAL ALVEAR";"M";"0428"
"00019214";"MOJON OCHO";"M5636XAI";"GENERAL ALVEAR";"M";"0428"
"00019215";"OCHENTA Y CUATRO";"M5633XAA";"GENERAL ALVEAR";"M";"0428"
"00005531";"OVEJERIA";"M5637XAA";"GENERAL ALVEAR";"M";"0428"
"00005532";"PAMPA DEL TIGRE";"M5637XAD";"GENERAL ALVEAR";"M";"0428"
"00019216";"PASO DE LOS GAUCHOS";"M5636XAJ";"GENERAL ALVEAR";"M";"0428"
"00019217";"POSTA DE HIERRO";"M5621XAJ";"GENERAL ALVEAR";"M";"0428"
"00005533";"POSTE DE FIERRO";"M5621XAV";"GENERAL ALVEAR";"M";"0428"
"00017016";"PTO LOS AMARILLOS";"M5636XAB";"GENERAL ALVEAR";"M";"0428"
"00005534";"PUEBLO LUNA";"M5632XAC";"GENERAL ALVEAR";"M";"0428"
"00019218";"PUESTO DE LA CORONA";"M5636XAK";"GENERAL ALVEAR";"M";"0428"
"00019219";"PUESTO DEL BUEN PASTOR";"M5636XAL";"GENERAL ALVEAR";"M";"0428"
"00019220";"PUESTO LA CALDENADA";"M5621XAG";"GENERAL ALVEAR";"M";"0428"
"00019222";"PUESTO LUNINA";"M5621XAH";"GENERAL ALVEAR";"M";"0428"
"00019223";"PUESTO VUELTA DEL ZANJON";"M5636XAG";"GENERAL ALVEAR";"M";"0428"
"00005535";"SAN PEDRO DE ATUEL";"M5621XAB";"GENERAL ALVEAR";"M";"0428"
"00019225";"SANTA ELENA";"M5634XAU";"GENERAL ALVEAR";"M";"0428"
"00005536";"TAMBITO";"M5621XAC";"GENERAL ALVEAR";"M";"0428"
"00005537";"VILLA COMPARTO";"M5620XAC";"GENERAL ALVEAR";"M";"0428"
"00017036";"VUELTA DEL ZANJON";"M5634XAI";"GENERAL ALVEAR";"M";"0428"
"00005569";"BERMEJO";"";"GUAYMALLEN";"M";"0433"
"00005570";"BUENA NUEVA";"";"GUAYMALLEN";"M";"0433"
"00005571";"BUENA VISTA";"M5525XAA";"GUAYMALLEN";"M";"0433"
"00005573";"CANAL PESCARA";"M5525XAB";"GUAYMALLEN";"M";"0433"
"00005574";"CAPILLA DEL ROSARIO";"M5523XAA";"GUAYMALLEN";"M";"0433"
"00005582";"COLONIA SANTA TERESA";"";"GUAYMALLEN";"M";"0433"
"00005583";"COLONIA SEGOVIA";"";"GUAYMALLEN";"M";"0433"
"00005575";"CORONEL DORREGO";"";"GUAYMALLEN";"M";"0433"
"00005576";"EL SAUCE";"M5533XAA";"GUAYMALLEN";"M";"0433"
"00005577";"JESUS NAZARENO";"";"GUAYMALLEN";"M";"0433"
"00005584";"LA PRIMAVERA";"M5527XAB";"GUAYMALLEN";"M";"0433"
"00005585";"LIMON";"M5533XAB";"GUAYMALLEN";"M";"0433"
"00019226";"LOS CORRALITOS";"M5527XAA";"GUAYMALLEN";"M";"0433"
"00005586";"LOS CORREDORES";"M5521XAA";"GUAYMALLEN";"M";"0433"
"00005587";"NUEVA CIUDAD";"M5519XAC";"GUAYMALLEN";"M";"0433"
"00005588";"PARADERO LA SUPERIORA";"M5525XAD";"GUAYMALLEN";"M";"0433"
"00005578";"PRIMAVERA";"";"GUAYMALLEN";"M";"0433"
"00005579";"RODEO DE LA CRUZ";"";"GUAYMALLEN";"M";"0433"
"00006001";"SAN JOSE DE GUAYMALLEN";"";"GUAYMALLEN";"M";"0433"
"00005589";"VERGEL";"M5527XAC";"GUAYMALLEN";"M";"0433"
"00005580";"VILLA LOS CORRALITOS";"";"GUAYMALLEN";"M";"0433"
"00005581";"VILLA NUEVA DE GUAYMALLEN";"";"GUAYMALLEN";"M";"0433"
"00005590";"VILLA SUAVA";"M5523XAB";"GUAYMALLEN";"M";"0433"
"00005591";"VILLAS UNIDAS 25 DE MAYO";"M5519XAB";"GUAYMALLEN";"M";"0433"
"00005593";"ALGARROBO GRANDE";"M5582XAA";"JUNIN";"M";"0435"
"00005594";"ALTO GRANDE";"M5572XAA";"JUNIN";"M";"0435"
"00005595";"ALTO VERDE";"M5582XBS";"JUNIN";"M";"0435"
"00005597";"CIUDAD DE JUNIN";"";"JUNIN";"M";"0435"
"00005598";"COLONIA DELFINO";"M5573XAA";"JUNIN";"M";"0435"
"00005599";"EL CIPRES";"M5585XAF";"JUNIN";"M";"0435"
"00019230";"EL JUME";"M5572XAD";"JUNIN";"M";"0435"
"00005600";"EL MOYANO";"M5573XAB";"JUNIN";"M";"0435"
"00005601";"INGENIERO GIAGNONI";"";"JUNIN";"M";"0435"
"00005602";"JORGE NEWBERY";"M5585XAB";"JUNIN";"M";"0435"
"00005603";"LA COLONIA";"";"JUNIN";"M";"0435"
"00005604";"LA ISLA";"M5585XAC";"JUNIN";"M";"0435"
"00005605";"LA ISLA CHICA";"M5585XAD";"JUNIN";"M";"0435"
"00005606";"LA ISLA GRANDE";"M5585XAE";"JUNIN";"M";"0435"
"00005607";"LOS BARRIALES";"";"JUNIN";"M";"0435"
"00005608";"LOS OTOYANES";"M5579XAA";"JUNIN";"M";"0435"
"00005609";"PUESTO LA COSTA";"M5582XBT";"JUNIN";"M";"0435"
"00005610";"RAMBLON";"M5582XAB";"JUNIN";"M";"0435"
"00005611";"RETAMO";"M5582XAC";"JUNIN";"M";"0435"
"00005612";"RICARDO VIDELA";"M5582XAD";"JUNIN";"M";"0435"
"00005613";"ROBERTS";"M5582XBU";"JUNIN";"M";"0435"
"00005615";"TRES ACEQUIAS";"M5585XAA";"JUNIN";"M";"0435"
"00005616";"VILLA MOLINO ORFILA";"M5571XAA";"JUNIN";"M";"0435"
"00017072";"ADRIAN MATURANO";"M5590XBF";"LA PAZ";"M";"0436"
"00017073";"ALEJANDRO PEREZ";"M5590XFK";"LA PAZ";"M";"0436"
"00017074";"ALFREDO LUCERO";"M5590XFL";"LA PAZ";"M";"0436"
"00005617";"ALPATACAL";"M5591XAB";"LA PAZ";"M";"0436"
"00017075";"ALTO DE LOS PERROS";"M5590XFM";"LA PAZ";"M";"0436"
